Day Number,Calanoid.copepods,Rotifers,Protozoa,Bacteria,Nanophytoplankton,Picophytoplankton,Filamentous.diatoms,Ostracods,Cyclopoids,Harpacticoids,Total.dissolved.inorganic.nitrogen,Soluble.reactive.phosphorus
1159.1,0.95108,0.033738,0,1.0419,0.024085,0.015561,0.094981,0.024313,0.039847,0.035487,6.6901,4.5735
1162.5,0.61605,0.019206,0,1.0068,0.0040962,0.015274,0,0.0077533,0.038759,0.085852,6.7275,4.7212
1165.8,0.70812,0.0012012,0,0.78287,0.0038944,0.010471,0,0.033923,0.0085364,0.091904,5.6718,4.4797
1169.2,0.48254,0,0,0.9695,0.0040617,0.0039837,0,0.019604,0.018483,0.15883,6.2333,4.2699
1172.5,0.35373,0,0,1.1134,0.019751,0.12326,0,0.0082392,0.036991,0.069719,13.848,4.1115
1175.8,0.18775,0,0,1.1933,0.1135,0.12347,0,0.025905,0.021393,0.10771,17.006,4.0654
1179.2,0.15047,1.35E-05,0,1.3082,1.9597,0.32805,1.03E-05,0.0019053,0.016043,0.024,10.858,4.1572
1182.6,0.52761,0.0018079,0,1.4763,0.059213,0.05765,0.001381,0.0087974,0.06428,0.024,7.3269,4.2083
1185.9,0.65875,0.00186,0,0.87498,0.0031461,0.24844,0.00018945,0.011054,0.0081647,0.047922,7.582,4.1456
1189.3,0.80209,0.0031971,0,0.95294,0.0010341,0.090731,5.98E-06,0.035914,0.0027437,0.0038955,8.1249,4.0055
1192.6,0.82554,0.0084322,0,0.95568,0.012686,0.0026617,0,0.051342,0.0033982,0.036153,8.7856,3.822
1196,1.2545,0.23965,0,0.95051,0.0048057,1.0781,0,0.049549,0.0022671,0.036832,9.4607,3.6106
1199.3,0.8296,0.84216,0,1.0259,0.0038004,3.7158,0.0061625,0.011813,0.00017527,0.028742,9.9725,3.4095
1202.7,0.56542,3.0005,0.027725,0.63468,0,0.46563,0,0.0037887,0.0042464,0,10.208,3.2331
1206,0.6563,5.0525,0.011992,0.42837,0.00059037,0.001717,0,0.12463,0.00012053,0,9.5204,3.0742
1209.3,0.30337,3.5488,0.013605,0.51249,0.0019508,0,0,0.18326,0,0.029359,7.7265,2.8998
1212.7,0.052339,1.1799,0.057981,0.4789,0.001642,0,0,0.2185,0,0.048,5.6844,2.7466
1216.1,0.024515,0.51869,0.034678,0.48814,0.0015547,0.012334,0,0.3556,0.0055258,0.05445,4.4393,2.6643
1219.4,0.027565,0.4974,45.231,0.71049,0.0026856,0.01262,0,0.30161,0.012321,0.043797,4.7027,2.7199
1222.8,0.10486,0.57344,44.848,0.87157,0.013052,0,0,0.10259,0.011189,0.066302,5.8816,2.8628
1226.1,0.22502,0.50665,1.4682,0.81825,0.008079,0,0,0.09344,0.008444,0.084,7.5295,2.7042
1229.5,0.54579,0.32924,2.4718,0.49597,0.11712,0,0,0.095554,0.0076723,0.072609,9.8476,2.0954
1232.8,0.62253,0.2463,0.49369,0.36532,0.2039,0,0,0.10758,0.011406,0.05642,10.791,1.7885
1236.2,0.81319,0.16626,0.13421,0.29307,0.0012699,0,0,0.16488,0.0036258,0.082049,11.264,1.6188
1239.5,1.7682,0.088195,0.53083,0.51487,0.0063881,0,0,0.087676,0.0040452,0.021145,10.845,1.4668
1242.8,0.782,0.10757,0.64445,0.70729,0.027827,0.00069824,0,0.067127,0.00086,0.0089845,7.8027,1.3121
1246.2,0.98642,0.19451,0.021017,0.73858,1.85E-05,0.0066408,0,0.032627,0.00086,0,5.3156,1.2739
1249.6,1.2017,0.072919,0,0.77311,0.0022745,0.011428,0,0.0035827,0.00080776,0.002187,3.5646,1.3164
1252.9,0.9123,0.0075269,0,0.66744,0.0037942,0.24101,0,0.065459,1.59E-06,0.035934,3.0973,1.3813
1256.3,0.86181,0.0089443,0.23827,0.57533,0.018044,0.50252,0,0.079143,0.010216,0.037446,3.7667,1.5264
1259.6,1.1571,0.0045393,0.037366,0.81781,0.005967,1.248,0,0.093364,0.0030524,0.046345,4.8314,1.7109
1263,1.711,0.00372,0,1.39,0.0038909,3.9531,0,0.00372,0.00344,0,5.8292,1.872
1266.3,1.647,0.0003019,0,1.0042,0.0038909,3.9457,0,9.57E-05,0.0018596,0.044104,6.1842,1.9281
1269.7,1.1631,0.0015379,0.02741,0.16202,0.027043,1.597,0,0.030326,0.00172,0.036336,4.5933,1.7159
1273,2.3478,0.022847,0.0044063,0.29956,0.094189,1.9179,0,0.004875,0.0038969,0.068062,3.24,1.4
1276.3,1.2417,0.12881,0,0.30817,0.23976,1.5751,0,0,0.0013345,0.010207,4.2509,1.0567
1279.7,0.86495,0.32799,0.017667,0.3146,0.21205,1.3406,0,0.022057,0.0021531,0.027064,5.8088,0.81218
1283.1,1.6799,1.6432,0.005076,0.41072,0.20471,0.42129,0,0.0063374,0.00055728,0.007776,6.6473,1.1542
1286.4,1.7947,1.4052,0,0.46086,0.1048,0.15217,0,0.020218,0.00041478,0,7.1353,1.6228
1289.8,1.6854,0.25896,0,0.46925,0.057609,0.319,0,0.010982,0.001314,0.023328,6.2454,1.2035
1293.1,1.6243,0.013668,0,0.47046,0.045267,0.81624,0,0.00099969,0.0034916,0.016651,4.6965,0.45622
1296.5,1.278,0.001705,0,0.6352,0.040626,0.77539,0,0.00093,0.00233,0,4.6225,0.46234
1299.8,0.57084,0.0013996,0,0.60891,0.058606,0.33921,0,0.0023729,0,0.033169,4.7971,0.62037
1303.2,0.40715,0.014259,0,0.36581,0.042463,0.33403,0,0.0036158,0.0022458,0.063216,6.1357,0.69652
1306.5,0.4723,0.027427,0,0.60084,0.010053,0.43966,0,0,0.0054498,0.036,9.2766,0.74079
1309.8,0.30055,0.047464,0,1.3403,0.032928,0.18118,0,0,0.0037417,0.036,9.0659,1.5956
1313.2,0.34178,0.66365,0.063828,1.7543,0.051197,0.029918,0,0.013077,0.0047885,0.036,5.9041,4.7691
1316.6,0.48346,2.1931,0.26477,1.1594,0.010119,0.028235,0,0.054244,0.0039766,0.032568,5.7305,5.3593
1319.9,0.13401,2.3338,0,0.75146,0.00058743,0.021336,0,0,0.0084244,0.0072601,8.6737,4.4738
1323.3,0.40816,1.5132,0,1.0952,0.0024298,0.0013354,0,0,0.007361,0.035009,9.398,4.4448
1326.6,0.15364,2.0526,0,1.3974,0.081507,0.029007,0,0,0.013763,0.0009645,7.6263,6.4458
1330,0.29532,2.3988,0,1.341,0,0,0,0,0.0172,0.0066,6.9512,7.9172
1333.3,0.65913,4.9231,0,2.6681,0.0097591,0.0005236,0,0,0.014316,0.012556,8.1803,8.6406
1336.7,0.32638,4.9373,0,3.5724,0.015135,0.0005236,0,0,0.00017833,0.059409,10.744,8.8719
1340,0.61876,2.8119,0.5295,1.951,0.0049708,0,0,0,0,0.024,19.223,8.6548
1343.3,0.18449,2.2363,0.99026,0.4059,0.0012274,0,0,0.0068362,0.012873,0.024,24.284,8.2557
1346.7,0.12578,1.6218,0.71677,0.37405,0.0020358,0,0,0.0067961,0.014569,0.016043,14.646,7.2451
1350.1,0.11437,1.1141,0.11516,0.56171,0.0038544,0,0,0.0045184,0.01481,0.0010882,6.3972,6.2324
1353.4,0.012026,1.262,0,0.98738,0.0070828,0,0,0,0.0074258,0.00017837,6.3258,5.8006
1356.8,0.028932,2.7478,0,1.446,0.17294,0,0,0,0.0035854,0.0097336,6.2924,5.4233
1360.1,0.044453,4.31,0,1.5621,0.15521,0,0,0.019001,0.00052328,0.0059535,6.6071,4.6535
1363.5,0.030633,3.3567,0,1.2223,0.028991,0,0,0.013003,0,0,7.924,3.7237
1366.8,0.039918,1.945,0.8411,1.0905,0.047644,0,0,0.023938,0.0066874,0.023328,10.345,3.7
1370.2,0.060919,0.72619,0.66003,0.83272,0.033449,0,0,0.016988,0.0043886,0.015309,13.032,3.7
1373.5,0.0547,0.33477,0.29375,0.65831,0.0036812,0.0012297,0,0.03585,0.00362,0.006,11.154,4.2569
1376.8,0.11084,0.2858,0.21774,0.71048,0.0030961,0.64132,0,0.023929,0.0042203,0.004224,6.4108,5.4609
1380.2,0.19186,0.18215,0.1236,0.77389,0.0029847,0.99054,0,0.0067349,0.0031731,0,4.8681,4.671
1383.6,0.29014,0.13408,0.090465,0.85616,0.10807,0.99059,0,0.0075933,0.0023406,0.004224,4.233,1.868
1386.9,0.59976,0.10509,0.0078486,0.86554,0.23902,0.82532,0,0.007141,0.00018576,0.009408,3.5157,0.98544
1390.3,0.83517,0.087388,0,0.60535,0.0098018,0.35037,0,0.032598,0.00086,0,2.7472,0.65671
1393.6,0.715,0.082893,0,0.50145,0.012502,1.2069,0,0.04195,0.00067424,0,3.6024,0.62366
1397,0.91654,0.2163,0,0.7,0,3.9753,0,0.13596,0,0,8.5991,0.73328
1400.3,0.90033,1.0005,0,1.0486,0,3.1974,0,0.058766,0,0.039732,9.974,1.1369
1403.7,0.57795,3.9173,0,1.1995,0,3.9191,0,0,0,0.076961,9.1351,3.0485
1407,0.54956,5.7788,0,1.285,0,3.0382,0,0,0,0.094642,8.58,4.27
1410.3,0.34016,6.9258,0,1.504,0,0.66676,0,0,0,0.079699,8.5831,2.7297
1413.7,0.054936,5.7953,0,1.8024,0.0075639,0.13868,0,0.0015156,0,0.027648,8.6795,1.5902
1417.1,0.24464,4.2355,0.20642,1.1313,0.00056222,0,0,0.062743,6.34E-06,8.85E-05,10.556,1.5971
1420.4,0.10165,0.98411,0.012563,0.51943,1.37E-05,0,0,0.068293,0.003231,0.045084,11.681,1.6155
1423.8,0.23186,0.18219,1.1536,0.57178,0.11848,0,0,0.095173,0.0017419,0.012459,9.4127,1.8287
1427.1,0.19971,0.056536,0.15352,0.63191,0.32914,0,0,0.077482,0.0039669,0.043353,7.6471,1.9895
1430.5,0.26911,0.022682,6.60E-05,1.1613,0.028679,0.011099,0,0.043511,0.0028599,0.0035556,21.71,1.5373
1433.8,0.53425,0.12601,0.17319,1.69E+00,0.0029488,0.75297,0,0.010993,0.001542,0.0070748,35.722,1.0738
1437.2,0.82091,0.63494,0.19035,1.7514,0.0022456,1.0443,0,0.0036147,0.0004232,0.010733,21.52,1.0491
1440.5,0.87805,2.5826,0,1.2189,0.0014523,0.22301,0,0.0051345,0,0.0091875,3.5273,1.0402
1443.8,0.47359,4.3555,0,1.3667,0.0019501,0.017403,0,0.0065577,0,0.010601,3.5835,1.3674
1447.2,0.2897,3.919,0,1.7117,0.0019665,0.014647,0,0.016999,0.0039543,0.011222,4.9073,1.9363
1450.6,0.20563,1.8886,0.023515,1.611,0.014532,0.56003,0,0.030885,0.0030965,0.0097502,6.2919,1.8645
1453.9,0.22546,1.399,0.46659,1.2188,0.018497,0.95586,0,0.034427,0,0.01284,7.5345,1.5732
1457.3,0.25294,0.92961,0.77293,1.1782,0.0061532,1.3475,0,0.01548,0,0.010789,6.6206,1.2452
1460.6,0.26542,0.19619,0.26515,1.4927,0.0027616,1.5773,0,0.0030466,0.00090816,0.00080135,4.0033,0.91605
1464,0.43983,0.56428,0,1.7488,0.0095425,1.1279,0,0.0099902,0.0021341,0.0037065,3.808,0.8791
1467.3,0.2748,0.51465,0,2.0412,0.026431,1.9836,0,0.0089925,0.00086,0.0050953,4.5595,0.91442
1470.7,0.24113,0.21813,0,2.1353,0.0052551,1.7239,0,0.0028383,0.0016903,0.0054,4.6677,0.9394
1474,0.27837,0.04677,0.020984,1.3989,0,0.095804,0,0.002028,0.0061591,0.0055113,4.3933,0.95437
1477.3,0.48086,0.022476,0.13054,1.0007,4.87E-05,0.051944,0,0.0033261,0.0015918,0.006725,5.1676,0.99778
1480.7,0.21737,0.026047,0.0016536,1.8716,0.0068398,0.024711,0,0.0063028,0.00067913,0.0094595,11.377,1.1718
1484.1,0.13637,0.0036128,0.043816,2.4384,0.048979,0.0023291,0,0.0059987,4.85E-05,0.016177,13.212,1.4349
1487.4,0.28859,0.00186,0.16228,1.6781,0.13224,0.12061,0,0.017067,0.0016959,0.0064344,7.9719,1.8957
1490.8,0.52725,0.00186,0.0012104,1.0841,0.063986,0.0032318,0,0.0010504,0.00086624,0.0018211,5.5987,2.0715
1494.1,1.5767,0.0037166,0,1.5385,0.1287,0.2,0,0.0035028,0.002612,0.018648,9.6596,1.7701
1497.5,4.887,0.0019399,0,2.2102,0.020273,1.6663,0,0.0036767,0.0034205,0.047052,12.169,1.5893
1500.8,5.0464,0.0040142,0,1.9821,0.0049002,4.4864,0,0.015461,0.002745,0.031104,10.246,1.941
1504.2,5.0607,0.0077585,0,1.5477,0.0001749,11.113,0,0.035592,0.0011525,0.0017375,8.7409,2.2171
1507.5,1.388,0.00059111,0,1.659,0,60.502,0,0.011891,4.17E-05,0.021875,13.332,1.5774
1510.8,2.8004,0.084485,0,1.6339,0,54.522,0,0.0018914,0.00060553,0.050875,19.371,0.73599
1514.2,3.2455,0.21859,0,1.5079,0,17.019,0,0.021423,0.0035055,0.090945,14.529,0.64436
1517.6,3.834,1.5835,0.9232,2.1729,0,66.835,0,0.0093147,0.0038714,0.062088,2.1412,0.66636
1520.9,1.5565,1.2871,0.3917,3.1965,0,27.476,0,0.049691,0.0021625,0.079287,3.311,0.97373
1524.3,0.58934,1.2591,0,1.4794,0,0.10712,0,0.11882,0.0051621,0.069451,6.1623,1.4385
1527.6,0.55282,0.82192,0,0.29805,0,0.16643,0,0.058704,0.010967,0.2555,7.8418,1.432
1531,0.46108,0.094452,0,1.4595,0,0.97025,0,0.0016231,0.011053,0.2373,9.036,1.375
1534.3,0.37625,0.026702,0.0083724,1.6454,0,2.4817,0,0.017122,0.0086924,0.064575,8.0817,1.4341
1537.7,0.31937,0.070838,0.015295,0.42812,0,2.3259,0,0.023447,0.006992,0.072845,4.9783,1.6259
1541,0.68563,0.39846,0,1.09,0,0.82597,0,0.00186,0.00516,0.0465,4.0921,1.6211
1544.3,0.65614,2.2552,0.0064037,0.3061,0.054645,1.6887,0,0.036694,0.00039184,0.040468,5.8896,0.94167
1547.7,0.76732,4.2669,0.10166,1.3021,0.043845,0.12281,0,0.04597,0,0.05069,7.7896,1.024
1551.1,0.77707,1.2314,0.32478,1.9508,0.10473,0.01739,0,0.033419,0.0038242,0.033113,9.609,2.2178
1554.4,0.66608,3.716,0.26672,2.3258,0.015862,0,0,0.040885,0.019637,0.046508,9.9424,2.4703
1557.8,0.64078,1.4655,0.27519,2.0103,0.030988,0.011196,0,0.018123,0,0.046541,9.4284,2.0269
1561.1,0.55933,0.4916,1.8332,1.8166,0.062184,0.26192,0,0.052872,1.68E-05,0.09574,8.4919,1.8849
1564.5,0.32711,0.019922,0.67111,2.0669,0.015613,1.6961,0,0.0047872,0.0051368,0.016385,5.9354,2.042
1567.8,0.47709,0.2024,0.31807,2.2112,0.015585,1.8605,0,0.024887,0.0040737,0.021842,4.2375,2.1595
1571.2,0.41378,0.55114,0.025109,2.227,0.0027258,1.968,0,0.079938,0.00051672,0.02052,4.4005,1.5001
1574.5,0.22652,1.2046,0,2.3992,0.36709,0.54588,0,0.021522,0,0.012422,4.5241,0.96419
1577.8,0.058216,3.9488,0,1.7444,0.0050512,0.066683,0,0.075765,0,0.015554,4.1727,1.1355
1581.2,0.011839,1.5816,0,1.0339,0.091479,0.017324,0,0.018412,0.0023117,0.0069984,7.2802,1.8618
1584.6,0.029923,1.0844,0.016879,1.0216,0.1216,0.021794,0,0.0014854,0.00072692,0.020869,13.588,3.035
1587.9,0.031345,1.9766,0.0071614,1.101,0.037842,0.18256,0,0.0098828,3.50E-05,0.057432,17.036,3.6493
1591.3,0.034482,1.3042,0,1.0215,0.022966,0.11311,0,0.0020295,0.0041224,0.061727,12.701,2.6168
1594.6,0.044768,0.48634,0,0.88615,0.046377,0.096908,0,0.0015553,0.0016572,0.035904,7.6394,1.4113
1598,0.25293,0.13765,0.085655,1.1666,2.347,0.1134,0,0.0075142,0.00044,0.034247,8.0144,2.1061
1601.3,0.54219,0.038174,0.044906,1.7224,12.193,0.17513,0,0.0091474,0.0020425,0.046431,8.697,3.3994
1604.7,1.1795,0.007946,0.046706,1.7987,9.4501,0.23851,0,0.011434,0.0028483,0.23217,8.5709,4.032
1608,2.9326,0.0010505,0.21447,1.6596,1.1921,0.13865,0,0.022006,0.0020589,0.18216,8.2766,4.4508
1611.3,4.9556,0,5.5516,1.7947,0.0096039,0.22337,0,0.031591,0.0020645,0.0041385,9.1859,4.7707
1614.7,6.515,0,10.068,2.509,0.003883,25.431,0,0.022388,0.0020907,0.0046601,11.615,5.0139
1618.1,6.1025,0,0.97802,2.4438,1.0329,55.841,0,0.023834,0.00026993,0.005103,11.638,4.8507
1621.4,4.53,0.00071808,0,1.8415,1.1926,55.23,0,0.068861,0.0010057,0,10.206,3.991
1624.8,3.9976,0.0020334,0,1.5067,0.12883,63.898,0,0.10532,0.0048802,0,8.1992,2.8081
1628.1,3.0845,0.0014343,0.01271,0.57535,0.48722,36.26,0,0.19625,0.01032,0.016491,6.4754,1.8368
1631.5,1.4159,0.00013778,0.17282,0.19033,0.36965,28.575,0,0.20108,0.0098104,0.028236,5.6816,1.5487
1634.8,0.93334,0.0016666,0.41879,0.47161,0,0.38337,0,0.12182,0.0038599,0.04486,5.4786,3.5719
1638.2,0.45342,3.81E-05,0,0.67003,0.00014905,0.1764,0,0.34011,0.0097779,0.12066,5.6261,4.5287
1641.5,1.7259,0.0074474,0.00091021,0.83426,0.04178,0.092533,0,0.28082,0.016103,1.0555,7.8346,4.5507
1644.8,0.044422,0.025321,0.056315,0.95867,0.40564,0.00052882,0,0.10633,0.028739,0.14515,12.243,4.837
1648.2,0.012567,0.024512,5.6622,1.1148,1.9608,0.12291,0,0.018872,0.025913,0.072423,27.145,9.0139
1651.6,0.013033,0.0064432,7.6303,1.2435,0.083073,0.063983,0,0.035709,0.014082,0.12228,34.64,11.605
1654.9,0.0096863,0.0037726,1.9077,0.70773,0.24874,0.12434,0,0.054168,0.018564,0.23832,28.064,11.828
1658.3,0.0068392,0.0022118,0.07077,0.16491,0.24815,0.038216,0,0.1308,0.0053532,0.12796,21.438,11.89
1661.6,0.020571,6.57E-05,0.088691,0.25493,0.38739,0.079501,0,0.027996,0.0031694,0.037532,19.215,10.854
1665,0.010427,0,0.097156,0.21797,0.070906,0.31456,0,0.029773,0.0019062,0.023192,17.37,9.37
1668.3,0.0060725,0.0032069,0.90935,0.28633,0.00046688,0.48468,0,0.12979,0.0075521,0.051538,15.15,8.491
1671.7,0.0088511,0.00092337,0.25781,0.381,0.37147,0.34033,0,0.32887,0.020778,0.03921,12.732,7.7339
1675,0.0094767,0,0,0.44278,0.17784,0.13952,0,0.88311,0.022277,0.052859,10.562,6.9819
1678.3,0.011485,0.0032034,0,0.29635,0.021445,0.04726,0,0.62914,0.036245,0.055999,8.8694,6.0542
1681.7,0.034213,0.014016,0.70041,0.15639,0.014333,0.16013,0,0.57916,0.045506,0.053441,7.6147,4.5285
1685.1,0.61618,0.045424,0.85204,0.18017,0.047407,0.24671,0,2.62,0.052561,0.28161,6.7786,2.7284
1688.4,0.66331,0.17312,0.16968,0.207,3.6764,0.24671,0,2.7335,0.045352,0.2819,6.9993,1.7406
1691.8,0.1874,0.48732,0.039973,0.20762,4.6871,0.35193,0,0.68364,0.015649,0.029282,7.6427,1.0381
1695.1,0.19393,0.88552,0.076584,0.2379,0.22434,0.44383,0,0.57165,0.011117,0.026977,7.5731,0.5394
1698.5,0.14673,1.3039,0.0017743,0.34356,0.18183,0.27989,0,1.1901,0.014487,0.038092,7.1203,0.15209
1701.8,0.12536,1.2054,0.8988,0.1901,0.09425,0.82364,0,1.1452,0.0084645,0.045715,7.0662,0.12337
1705.2,0.061272,0.25699,6.4637,0.18618,0.049249,0.039194,0,0.33164,0,0.014682,7.2312,0.27577
1708.5,0.1073,0.16005,7.2801,0.13948,0.15263,0.2431,0,0.86863,0,0.0010197,7.5806,0.72962
1711.8,0.12907,0.69426,1.2398,0.1803,0.058849,0.47497,0,1.6965,0,0.023049,8.4803,2.1204
1715.2,0.073454,0.46633,0.0011679,0.14411,0.06332,0.31808,0,0.017661,0,0.035702,9.2704,2.5321
1718.6,0.065782,0.52084,0.095171,0.1209,0.15927,0.94407,0,0.12478,2.67E-05,0.012855,9.9254,1.9667
1721.9,0.11214,1.3118,0.098653,0.14141,0.055268,3.9417,0,0.18518,0.00043919,0.023989,10.065,1.8311
1725.3,0.14783,0.89383,1.0334,0.1613,0.27179,0.24671,0,2.8533,0.0001228,0.60259,9.2234,3.2206
1728.6,0.0082289,0.27662,0.58227,0.17258,7.7336,0.24671,0,0.39941,0.0074455,0.04163,8.4232,3.9199
1732,0.07424,0.75462,1.00E-06,0.245,0.24706,0.49413,0,1.7582,4.30E-05,0.276,7.9955,2.6524
1735.3,0.14561,0.20238,1.00E-06,2.15E-01,0.21003,0.29545,0,0.81722,0.0010814,0.19408,7.5687,1.137
1738.7,0.1783,0,1.00E-06,1.71E-01,0.13431,0.94858,0,2.9194,0.00029076,0.02767,6.6309,0.46268
1742,0.36849,0.0031387,0.98592,1.73E-01,0.029639,0.16868,0,1.0616,0.007813,0.021093,5.87,0.16
1745.3,0.05934,0.00051308,0.58105,0.6057,0.14064,0.14915,0,1.4928,0.00361,0.38773,7.4133,1.3776
1748.7,0.0032999,0.00294,0.11137,0.44623,0.10337,0.39826,0,1.3111,0.00055464,0.25717,9.7454,3.2176
1752.1,0.00096057,0.020088,0.054027,0.19133,0.059752,0.39151,0,1.582,0.0043106,0.048117,9.2694,2.8471
1755.4,0.0011814,0.025036,0.071332,0.18313,0.13029,0.44328,0,1.1912,0.0026679,0.10294,6.823,1.3699
1758.8,0.012753,0.00728,0.012651,0.24028,0.094118,2.8381,0,1.2297,0.001687,0.058685,5.0163,3.0245
1762.1,0.0089775,0,2.14E-07,0.29115,0.12205,3.4143,0,0.89503,0.0011933,0.029073,3.7589,6.1981
1765.5,0.003167,0,0,3.52E-01,0.16522,1.0373,0,1.4216,0.00129,0.22256,4.1378,7.0439
1768.8,0.0026634,0,0.13348,0.37609,0.089703,20.803,0,2.2361,0.0014829,0.22979,5.3692,7.3993
1772.2,0,0,0.34672,0.36433,0.013038,35.183,0,1.3411,0,0.053199,6.324,7.1807
1775.5,0,0.0017969,0.30728,0.37238,0.019448,22.019,0,1.4008,0,0.071965,7.0791,6.3191
1778.8,0,0.016847,0.15744,0.51786,0.067297,21.667,0,1.9955,0,0.10395,6.8673,5.5458
1782.2,0,0.32078,0.0089806,1.1501,0.12317,26.049,0,2.4363,0,0.16164,5.3944,4.7334
1785.6,0,2.1442,0.10049,1.0991,0.071871,15.684,0,1.7297,0,0.09331,4.778,4.4315
1788.9,0,9.7455,0.19918,1.3929,0.000853,0.68078,0,0.19364,0,0.012631,7.7594,4.4818
1792.3,0,33.464,0,1.5279,0.0064226,0.0091468,0,0.24137,0,0.037615,13.1,4.572
1795.6,0,10.619,0.025722,1.459,0.00057904,0.061183,0,0.66969,0,0.044103,17.626,4.6485
1799,0,2.6784,0.4234,1.505,0.012014,0.061183,0,0.54369,0,0.2436,18.802,4.6592
1802.3,0,1.3846,0.0037465,1.5053,0.016254,0.084241,0,0.79697,0,0.1082,17.36,4.4806
1805.7,0,2.231,0.22995,1.5473,0.00026482,0.40778,0,0.84407,0,0.12933,14.886,4.0973
1809,0,2.5475,0,1.908,0,0.32121,0,1.7712,0,0.18,12.534,3.5702
1812.3,0,3.7331,0,1.7677,0.0048355,0.37718,0,3.5463,0,0.2292,11.229,2.9276
1815.7,0,5.2087,0.024371,1.3676,0.0037524,0.25228,0,2.4359,0,0.23634,11.361,1.4747
1819.1,0,4.9611,0.054292,1.5725,0.00024702,0.073763,0,1.1081,0,0.31308,11.674,0.12064
1822.4,0,5.2117,0.0058656,1.673,0.0074012,0.061183,0,2.3837,0,0.42535,11.755,0.62251
1825.8,0,2.3976,0,1.5743,0.0017842,0.27704,0,1.1725,0,0.31675,11.85,1.1675
1829.1,0,0.16232,0,1.4912,0.008641,0.30053,0,1.2985,0,0.46297,12.962,0.91634
1832.5,0,0.0012371,0,1.3724,0.02172,2.7398,0,2.0303,0,0.45868,14.365,0.51587
1835.8,0,0,0,0.99075,0.037189,8.5214,0,1.806,0,0.59341,13.536,0.39638
1839.2,0,0.0026726,0,0.81204,0.040917,9.8013,0,1.814,0,0.59729,11.834,0.33279
1842.5,0,0.0045105,0,0.75272,0.046348,11.666,0,1.67,0,0.42837,11.247,0.40909
1845.8,0,0.010368,0,0.95481,0.05985,17.324,0,0.67535,0,0.39555,10.929,0.6751
1849.2,0,1.0941,0,0.97171,0.11713,18.79,0,0.36828,0.068471,0.57098,11.642,1.0763
1852.6,0,5.2511,0.098446,0.83832,0.13176,10.023,0,0.59368,0.13608,1.1142,13.861,1.7273
1855.9,0.0022291,9.0881,0.5012,1.7688,0.0075969,0.028188,0,0.67247,0.0093907,1.1452,14.576,2.6081
1859.3,0.008605,11.978,0.58665,1.7273,0.0044895,0.57044,0,0.82588,0,0.42884,14.851,3.7845
1862.6,0.0015665,6.687,0.23299,1.3698,0,5.606,0,0.80956,0,0.21468,13.914,3.7967
1866,0.0010819,2.1041,0.20903,1.9692,0,11.99,0,0.10684,0.0013781,0.14498,8.7948,2.58
1869.3,0.0067882,0.53934,0.087149,1.1667,0,5.5629,0,0.0451,0.008573,0.25143,6.526,1.6762
1872.7,0.0010476,0.20218,0.033028,1.1817,0,11.924,0,0.28125,0,0.12975,5.8266,1.0021
1876,0,0.4143,0.013,0.991,0,11.203,0,1.167,0,0.47866,6.1293,0.87887
1879.3,0,2.898,0.02824,0.77541,0,8.4808,0,1.782,0,0.65337,11.615,1.5819
1882.7,0,1.3072,0.054149,0.74194,0,4.8856,0,0.54597,0,0.41239,16.316,2.1844
1886.1,0,1.0948,0.095873,0.93022,1.63E-06,4.0521,0,0.13756,0,0.23543,12.879,1.3605
1889.4,0,1.7247,0.2004,0.93393,0.00083254,6.982,0,0.24731,0,0.22923,9.7824,0.62187
1892.8,0,0.65595,0.095425,0.69311,1.13E-05,0.23627,0,0.38399,0,0.37239,12.867,1.374
1896.1,0,0.69375,1.4488,0.83196,0.025389,0.042977,0,0.169,0,0.38646,15.289,2.2352
1899.5,0,0.5254,0.95201,0.28881,0.026138,1.2381,0,0.29633,0,0.57226,14.265,2.6866
1902.8,0,0.44308,0.30199,0.28746,0.02333,1.9423,0,0.38208,0.00090369,1.034,12.151,3.0353
1906.2,0,0.34866,0.0065156,0.47983,0.028897,3.6933,0,0.48844,0.0048153,2.3492,9.9175,3.3549
1909.5,0,0.844,0.060999,0.80093,0.072762,20.367,0,0.44728,0.017081,1.9836,8.7545,3.677
1912.8,0,1.6779,0.019975,1.0209,0.026123,18.698,0,0.68849,0.027337,0.19955,10.768,4.1023
1916.2,0,1.7551,0.01456,0.93425,0.0025352,5.7311,0,0.60534,0.017821,0.035658,14.31,4.4616
1919.6,0,1.0498,0.11898,0.67903,0.0012216,0.47924,0,0.25007,0.002943,0.28489,12.322,3.7943
1922.9,0,0.01607,0.19179,0.53349,0.013029,0.25367,0,0.23185,0.0026703,0.47464,7.9282,2.26
1926.3,0,0.073358,0.020311,0.48,0.035907,0.29803,0,0.42635,0.017334,0.07203,7.6951,1.6827
1929.6,0,0.063604,0.0033866,0.48,0.03913,0.72534,0,0.2191,0.021392,0.1341,8.4917,1.4251
1933,0,0.046607,0,0.45693,0.0684,1.4735,0,0.076077,0.03122,0.14022,9.161,1.1294
1936.3,0,0.02679,0,0.4142,0.1006,2.2774,0,0.061218,0.041073,0.093333,7.6747,0.3898
1939.7,0,0.023309,0,0.55688,0.0055879,2.6546,0,0.11314,0.041517,0.19682,7.1656,0.1519
1943,0,0.06036,0,0.63138,0.026088,2.998,0,0.14208,0.056034,0.46006,9.2175,0.38061
